CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,address_full,Address,cities,lat,long
40392872,MOLLY'S,MANHATTAN,287,3 AVENUE,10010.0,2128893361,Irish,6/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,287 3 AVENUE 10010.0,287 3 AVENUE 10010.0,"287 3rd Ave, New York, NY 10010, USA",40.738271,-73.98325299999999
40393093,RINCON SALVADORENO RESTAURANT,QUEENS,9215,149 STREET,11435.0,7185263220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/4/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,25,Z,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,9215 149 STREET 11435.0,9215 149 STREET 11435.0,"E 149th St, The Bronx, NY, USA",40.8149146,-73.9148828
40393093,RINCON SALVADORENO RESTAURANT,QUEENS,9215,149 STREET,11435.0,7185263220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/4/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,25,Z,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,9215 149 STREET 11435.0,9215 149 STREET 11435.0,"E 149th St, The Bronx, NY, USA",40.8149146,-73.9148828
40393093,RINCON SALVADORENO RESTAURANT,QUEENS,9215,149 STREET,11435.0,7185263220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/4/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25,Z,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,9215 149 STREET 11435.0,9215 149 STREET 11435.0,"E 149th St, The Bronx, NY, USA",40.8149146,-73.9148828
40393093,RINCON SALVADORENO RESTAURANT,QUEENS,9215,149 STREET,11435.0,7185263220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,Z,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,9215 149 STREET 11435.0,9215 149 STREET 11435.0,"E 149th St, The Bronx, NY, USA",40.8149146,-73.9148828
40393243,BUDDY'S BURRITO & TACO BAR,BROOKLYN,260,COURT STREET,11231.0,7184888695,Tex-Mex,6/5/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,260 COURT STREET 11231.0,260 COURT STREET 11231.0,"260 Court St, Brooklyn, NY 11231, USA",40.6852794,-73.9947256
40393243,BUDDY'S BURRITO & TACO BAR,BROOKLYN,260,COURT STREET,11231.0,7184888695,Tex-Mex,6/5/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,260 COURT STREET 11231.0,260 COURT STREET 11231.0,"260 Court St, Brooklyn, NY 11231, USA",40.6852794,-73.9947256
40393243,BUDDY'S BURRITO & TACO BAR,BROOKLYN,260,COURT STREET,11231.0,7184888695,Tex-Mex,6/5/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,260 COURT STREET 11231.0,260 COURT STREET 11231.0,"260 Court St, Brooklyn, NY 11231, USA",40.6852794,-73.9947256
40393563,GUN POST LANES SNACK BAR,BRONX,1215,EAST GUN HILL ROAD,10469.0,7188810331,American,6/1/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,6/1/2019,6/21/2019,Cycle Inspection / Re-inspection,1215 EAST GUN HILL ROAD 10469.0,1215 EAST GUN HILL ROAD 10469.0,"1215 E Gun Hill Rd, The Bronx, NY 10469, USA",40.8730559,-73.85196839999999
40393563,GUN POST LANES SNACK BAR,BRONX,1215,EAST GUN HILL ROAD,10469.0,7188810331,American,6/1/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,6/1/2019,6/21/2019,Cycle Inspection / Re-inspection,1215 EAST GUN HILL ROAD 10469.0,1215 EAST GUN HILL ROAD 10469.0,"1215 E Gun Hill Rd, The Bronx, NY 10469, USA",40.8730559,-73.85196839999999
40393563,GUN POST LANES SNACK BAR,BRONX,1215,EAST GUN HILL ROAD,10469.0,7188810331,American,6/1/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/1/2019,6/21/2019,Cycle Inspection / Re-inspection,1215 EAST GUN HILL ROAD 10469.0,1215 EAST GUN HILL ROAD 10469.0,"1215 E Gun Hill Rd, The Bronx, NY 10469, USA",40.8730559,-73.85196839999999
40393977,TONY'S PIZZA II,BROOKLYN,1107,RUTLAND ROAD,11212.0,7189538163,Pizza/Italian,6/11/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,19,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,1107 RUTLAND ROAD 11212.0,1107 RUTLAND ROAD 11212.0,"1107 Rutland Rd, Brooklyn, NY 11212, USA",40.66492,-73.92338099999999
40393977,TONY'S PIZZA II,BROOKLYN,1107,RUTLAND ROAD,11212.0,7189538163,Pizza/Italian,6/11/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,1107 RUTLAND ROAD 11212.0,1107 RUTLAND ROAD 11212.0,"1107 Rutland Rd, Brooklyn, NY 11212, USA",40.66492,-73.92338099999999
40393977,TONY'S PIZZA II,BROOKLYN,1107,RUTLAND ROAD,11212.0,7189538163,Pizza/Italian,6/11/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,19,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,1107 RUTLAND ROAD 11212.0,1107 RUTLAND ROAD 11212.0,"1107 Rutland Rd, Brooklyn, NY 11212, USA",40.66492,-73.92338099999999
40393977,TONY'S PIZZA II,BROOKLYN,1107,RUTLAND ROAD,11212.0,7189538163,Pizza/Italian,6/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,1107 RUTLAND ROAD 11212.0,1107 RUTLAND ROAD 11212.0,"1107 Rutland Rd, Brooklyn, NY 11212, USA",40.66492,-73.92338099999999
40394007,NIAGARA/ LOVERS OF TODAY/ SISTER MIDNIGHT,MANHATTAN,112,AVENUE A,10009.0,2124209517,American,6/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection,112 AVENUE A 10009.0,112 AVENUE A 10009.0,"112 Avenue A, New York, NY 10009, USA",40.7258338,-73.9833932
40394007,NIAGARA/ LOVERS OF TODAY/ SISTER MIDNIGHT,MANHATTAN,112,AVENUE A,10009.0,2124209517,American,6/12/2019,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,10,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection,112 AVENUE A 10009.0,112 AVENUE A 10009.0,"112 Avenue A, New York, NY 10009, USA",40.7258338,-73.9833932
40394007,NIAGARA/ LOVERS OF TODAY/ SISTER MIDNIGHT,MANHATTAN,112,AVENUE A,10009.0,2124209517,American,6/12/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,10,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection,112 AVENUE A 10009.0,112 AVENUE A 10009.0,"112 Avenue A, New York, NY 10009, USA",40.7258338,-73.9833932
40395122,GINO'S PIZZERIA RESTAURANT,MANHATTAN,345,EAST   83 STREET,10028.0,2127175336,Pizza,6/18/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,10,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,345 EAST   83 STREET 10028.0,345 EAST   83 STREET 10028.0,"345 E 83rd St, New York, NY 10028, USA",40.7753307,-73.95120539999999
40395343,FELIX,MANHATTAN,340,WEST BROADWAY,10013.0,2124310021,French,6/15/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,38,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,340 WEST BROADWAY 10013.0,340 WEST BROADWAY 10013.0,"340 W Broadway, New York, NY 10013, USA",40.7225405,-74.003794
40395343,FELIX,MANHATTAN,340,WEST BROADWAY,10013.0,2124310021,French,6/15/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,38,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,340 WEST BROADWAY 10013.0,340 WEST BROADWAY 10013.0,"340 W Broadway, New York, NY 10013, USA",40.7225405,-74.003794
40395343,FELIX,MANHATTAN,340,WEST BROADWAY,10013.0,2124310021,French,6/15/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,38,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,340 WEST BROADWAY 10013.0,340 WEST BROADWAY 10013.0,"340 W Broadway, New York, NY 10013, USA",40.7225405,-74.003794
40395343,FELIX,MANHATTAN,340,WEST BROADWAY,10013.0,2124310021,French,6/15/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,38,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,340 WEST BROADWAY 10013.0,340 WEST BROADWAY 10013.0,"340 W Broadway, New York, NY 10013, USA",40.7225405,-74.003794
40395343,FELIX,MANHATTAN,340,WEST BROADWAY,10013.0,2124310021,French,6/15/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,38,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,340 WEST BROADWAY 10013.0,340 WEST BROADWAY 10013.0,"340 W Broadway, New York, NY 10013, USA",40.7225405,-74.003794
40395343,FELIX,MANHATTAN,340,WEST BROADWAY,10013.0,2124310021,French,6/15/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,38,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,340 WEST BROADWAY 10013.0,340 WEST BROADWAY 10013.0,"340 W Broadway, New York, NY 10013, USA",40.7225405,-74.003794
40395906,ROSA'S PIZZA & PASTA,QUEENS,7559,METROPOLITAN AVENUE,11379.0,7188944707,Pizza/Italian,6/19/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection,7559 METROPOLITAN AVENUE 11379.0,7559 METROPOLITAN AVENUE 11379.0,"75-59 Metropolitan Ave, Middle Village, NY 11379, USA",40.7133121,-73.8754214
40395906,ROSA'S PIZZA & PASTA,QUEENS,7559,METROPOLITAN AVENUE,11379.0,7188944707,Pizza/Italian,6/19/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection,7559 METROPOLITAN AVENUE 11379.0,7559 METROPOLITAN AVENUE 11379.0,"75-59 Metropolitan Ave, Middle Village, NY 11379, USA",40.7133121,-73.8754214
40396159,CARMINE'S,MANHATTAN,200,WEST   44 STREET,10036.0,2122213800,Italian,6/6/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,200 WEST   44 STREET 10036.0,200 WEST   44 STREET 10036.0,"200 W 44th St, New York, NY 10036, USA",40.757498,-73.986654
40396159,CARMINE'S,MANHATTAN,200,WEST   44 STREET,10036.0,2122213800,Italian,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,200 WEST   44 STREET 10036.0,200 WEST   44 STREET 10036.0,"200 W 44th St, New York, NY 10036, USA",40.757498,-73.986654
40396231,DELMONICO GOURMET,MANHATTAN,375,LEXINGTON AVENUE,10017.0,2126610150,American,6/10/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,375 LEXINGTON AVENUE 10017.0,375 LEXINGTON AVENUE 10017.0,"375 Lexington Ave, New York, NY 10017, USA",40.7509327,-73.9762579
40396231,DELMONICO GOURMET,MANHATTAN,375,LEXINGTON AVENUE,10017.0,2126610150,American,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,375 LEXINGTON AVENUE 10017.0,375 LEXINGTON AVENUE 10017.0,"375 Lexington Ave, New York, NY 10017, USA",40.7509327,-73.9762579
40396231,DELMONICO GOURMET,MANHATTAN,375,LEXINGTON AVENUE,10017.0,2126610150,American,6/10/2019,Violations were cited in the following area(s).,22F,,Not Applicable,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,375 LEXINGTON AVENUE 10017.0,375 LEXINGTON AVENUE 10017.0,"375 Lexington Ave, New York, NY 10017, USA",40.7509327,-73.9762579
40396231,DELMONICO GOURMET,MANHATTAN,375,LEXINGTON AVENUE,10017.0,2126610150,American,6/10/2019,Violations were cited in the following area(s).,22G,,Not Applicable,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,375 LEXINGTON AVENUE 10017.0,375 LEXINGTON AVENUE 10017.0,"375 Lexington Ave, New York, NY 10017, USA",40.7509327,-73.9762579
40397056,SHARMEL CATERERS,QUEENS,728,EMPIRE AVENUE,11691.0,7183273575,Jewish/Kosher,6/17/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,728 EMPIRE AVENUE 11691.0,728 EMPIRE AVENUE 11691.0,"728 Empire Ave, Far Rockaway, NY 11691, USA",40.6065258,-73.74411649999999
40397056,SHARMEL CATERERS,QUEENS,728,EMPIRE AVENUE,11691.0,7183273575,Jewish/Kosher,6/17/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,728 EMPIRE AVENUE 11691.0,728 EMPIRE AVENUE 11691.0,"728 Empire Ave, Far Rockaway, NY 11691, USA",40.6065258,-73.74411649999999
40397056,SHARMEL CATERERS,QUEENS,728,EMPIRE AVENUE,11691.0,7183273575,Jewish/Kosher,6/17/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,728 EMPIRE AVENUE 11691.0,728 EMPIRE AVENUE 11691.0,"728 Empire Ave, Far Rockaway, NY 11691, USA",40.6065258,-73.74411649999999
40397219,WHITE CASTLE,BRONX,931,WESTCHESTER AVENUE,10459.0,7185422101,Hamburgers,6/17/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,931 WESTCHESTER AVENUE 10459.0,931 WESTCHESTER AVENUE 10459.0,"931 Westchester Ave, The Bronx, NY 10459, USA",40.8220756,-73.8974707
40397219,WHITE CASTLE,BRONX,931,WESTCHESTER AVENUE,10459.0,7185422101,Hamburgers,6/17/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,10,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,931 WESTCHESTER AVENUE 10459.0,931 WESTCHESTER AVENUE 10459.0,"931 Westchester Ave, The Bronx, NY 10459, USA",40.8220756,-73.8974707
40397219,WHITE CASTLE,BRONX,931,WESTCHESTER AVENUE,10459.0,7185422101,Hamburgers,6/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,931 WESTCHESTER AVENUE 10459.0,931 WESTCHESTER AVENUE 10459.0,"931 Westchester Ave, The Bronx, NY 10459, USA",40.8220756,-73.8974707
40397676,MORTON'S THE STEAKHOUSE,MANHATTAN,5,EAST   45 STREET,10017.0,2129723315,American,6/12/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection,5 EAST   45 STREET 10017.0,5 EAST   45 STREET 10017.0,"45 E 45th St, New York, NY 10017, USA",40.7547625,-73.97743609999999
40397676,MORTON'S THE STEAKHOUSE,MANHATTAN,5,EAST   45 STREET,10017.0,2129723315,American,6/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection,5 EAST   45 STREET 10017.0,5 EAST   45 STREET 10017.0,"45 E 45th St, New York, NY 10017, USA",40.7547625,-73.97743609999999
40397723,WHITE CASTLE,STATEN ISLAND,2221,HYLAN BOULEVARD,10306.0,7189802840,Hamburgers,6/19/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection,2221 HYLAN BOULEVARD 10306.0,2221 HYLAN BOULEVARD 10306.0,"2221 Hylan Blvd, Staten Island, NY 10306, USA",40.57639959999999,-74.104244
40397723,WHITE CASTLE,STATEN ISLAND,2221,HYLAN BOULEVARD,10306.0,7189802840,Hamburgers,6/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection,2221 HYLAN BOULEVARD 10306.0,2221 HYLAN BOULEVARD 10306.0,"2221 Hylan Blvd, Staten Island, NY 10306, USA",40.57639959999999,-74.104244
40397810,OLYMPIA,QUEENS,2344,STEINWAY STREET,11105.0,7182784460,American,6/8/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,6/8/2019,6/21/2019,Cycle Inspection / Initial Inspection,2344 STEINWAY STREET 11105.0,2344 STEINWAY STREET 11105.0,"23-44 Steinway St, Astoria, NY 11105, USA",40.7702979,-73.909634
40397810,OLYMPIA,QUEENS,2344,STEINWAY STREET,11105.0,7182784460,American,6/8/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,6/8/2019,6/21/2019,Cycle Inspection / Initial Inspection,2344 STEINWAY STREET 11105.0,2344 STEINWAY STREET 11105.0,"23-44 Steinway St, Astoria, NY 11105, USA",40.7702979,-73.909634
40397810,OLYMPIA,QUEENS,2344,STEINWAY STREET,11105.0,7182784460,American,6/8/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/8/2019,6/21/2019,Cycle Inspection / Initial Inspection,2344 STEINWAY STREET 11105.0,2344 STEINWAY STREET 11105.0,"23-44 Steinway St, Astoria, NY 11105, USA",40.7702979,-73.909634
40398434,CURRY IN A HURRY,MANHATTAN,119,LEXINGTON AVENUE,10016.0,2126830900,Indian,6/4/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,119 LEXINGTON AVENUE 10016.0,119 LEXINGTON AVENUE 10016.0,"119 Lexington Ave, New York, NY 10016, USA",40.7427078,-73.9822435
40398434,CURRY IN A HURRY,MANHATTAN,119,LEXINGTON AVENUE,10016.0,2126830900,Indian,6/4/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,119 LEXINGTON AVENUE 10016.0,119 LEXINGTON AVENUE 10016.0,"119 Lexington Ave, New York, NY 10016, USA",40.7427078,-73.9822435
40398434,CURRY IN A HURRY,MANHATTAN,119,LEXINGTON AVENUE,10016.0,2126830900,Indian,6/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection,119 LEXINGTON AVENUE 10016.0,119 LEXINGTON AVENUE 10016.0,"119 Lexington Ave, New York, NY 10016, USA",40.7427078,-73.9822435
40398689,CAFFEE EXPRESS,QUEENS,2551,STEINWAY STREET,11103.0,7182745980,CafÃ©/Coffee/Tea,6/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,2551 STEINWAY STREET 11103.0,2551 STEINWAY STREET 11103.0,"25-51 Steinway St, Long Island City, NY 11103, USA",40.76656990000001,-73.9124892
40398689,CAFFEE EXPRESS,QUEENS,2551,STEINWAY STREET,11103.0,7182745980,CafÃ©/Coffee/Tea,6/11/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,9,A,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,2551 STEINWAY STREET 11103.0,2551 STEINWAY STREET 11103.0,"25-51 Steinway St, Long Island City, NY 11103, USA",40.76656990000001,-73.9124892
40398689,CAFFEE EXPRESS,QUEENS,2551,STEINWAY STREET,11103.0,7182745980,CafÃ©/Coffee/Tea,6/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,2551 STEINWAY STREET 11103.0,2551 STEINWAY STREET 11103.0,"25-51 Steinway St, Long Island City, NY 11103, USA",40.76656990000001,-73.9124892
40399217,EL REY MEXICAN RESTAURANT,QUEENS,2521,ASTORIA BOULEVARD,11102.0,7185452292,Mexican,6/10/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,2521 ASTORIA BOULEVARD 11102.0,2521 ASTORIA BOULEVARD 11102.0,"25-21 Astoria Blvd, Long Island City, NY 11102, USA",40.7713738,-73.9220047
40399217,EL REY MEXICAN RESTAURANT,QUEENS,2521,ASTORIA BOULEVARD,11102.0,7185452292,Mexican,6/10/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,2521 ASTORIA BOULEVARD 11102.0,2521 ASTORIA BOULEVARD 11102.0,"25-21 Astoria Blvd, Long Island City, NY 11102, USA",40.7713738,-73.9220047
40399217,EL REY MEXICAN RESTAURANT,QUEENS,2521,ASTORIA BOULEVARD,11102.0,7185452292,Mexican,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,2521 ASTORIA BOULEVARD 11102.0,2521 ASTORIA BOULEVARD 11102.0,"25-21 Astoria Blvd, Long Island City, NY 11102, USA",40.7713738,-73.9220047
40399217,EL REY MEXICAN RESTAURANT,QUEENS,2521,ASTORIA BOULEVARD,11102.0,7185452292,Mexican,6/10/2019,Violations were cited in the following area(s).,22G,,Not Applicable,9,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,2521 ASTORIA BOULEVARD 11102.0,2521 ASTORIA BOULEVARD 11102.0,"25-21 Astoria Blvd, Long Island City, NY 11102, USA",40.7713738,-73.9220047
